,message,created_time,label
8,"A valid point, if the Tories drag there barrel for MPs and give them positions, and each one has been grossly incompetent and negligent, we can only wonder from the other 300 Tory MPs, are they even larger train wrecks 🔥  https://www.facebook.com/100044212100227/posts/740359610781102/?extid=0&d=n",2023-01-30T09:01:34+0000,*
138,There's only one way for Britain to grow again and that's to join the single market 👍,2022-11-28T18:36:14+0000,*
220,Congratulations to the England team 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇬🇧🇬🇧,2022-12-05T09:28:06+0000,*
16,What utter bullshit... I deal with folks with MH needs daily... And currently have a few complaints waiting... Due to negligence in your NHS units... And two inquests to attend of young men under 30.. Who would still be here if professionals had stuck to protocols!! 😡,2023-01-30T04:14:41+0000,*
66,"Another Conservatives failure. Expect more fraud and failures. Interesting why Conservatives charged with tax avoidance are not sent to prison, but Becker was! 🧐  https://www.bbc.co.uk/news/uk-politics-64370668?at_link_id=EDF86664-9B0F-11ED-8330-CB5D16F31EAE&at_campaign_type=owned&at_format=link&at_medium=social&at_campaign=Social_Flow&at_ptr_name=facebook_page&at_link_type=web_link&at_bbc_team=editorial&at_link_origin=BBC_News&fbclid=IwAR0Rs4V83Bl5rSEl6MwouOn4nxoJytwtxavPpR7IFSYawbjCm_9-51f5N_g",2023-01-23T13:55:10+0000,*
86,"Headline for sunak.... ""Morecombe Unwise"" 😁",2023-01-20T08:15:36+0000,*
87,"How about cutting taxes for everyone, instead of business rates as a blanket policy.  Yes, by all means help the SME sector who are struggling e.g. giving 1 year tax rebates, including business rates. But to make a blanket policy for all businesses is too much, as most businesses are making profits. Only some are struggling, there assessment should be made and then offer tax cuts or rebates.  Thank you. ✌😎✌",2022-12-04T16:54:55+0000,*
114,LOL. What you meant to say was “our priorities are your priorities” 😉😉,2023-01-05T11:00:02+0000,*
307,Wales have always wanted their football team to be as good as their rugby team. Now it is 🤣🤣🤣🤣🤣,2022-11-20T17:33:52+0000,*
166,🔟 How many new Prime Ministers? 📈 How much more inflation?  🦠 Will we ever hear from the Covid Enquiry? 🧡 🥇How many Lib Dem by-elections wins? 🗳️ Will there be a General Election?,2023-01-01T09:46:15+0000,*
229,"Is this not the norm, the quarter finals, then we play the proper teams. 😁",2022-12-04T21:13:02+0000,*
178,📢 Have your voice heard and stand up against Labour’s nightmare before Christmas  action.conservatives.com/nightmare-before-christmas,2022-12-17T11:59:02+0000,*
156,Well give them the wages and recognition they’re asking for 😡😡😡😡. Total joke of statement 😡😡😡,2022-12-29T10:07:32+0000,*
184,They do it in Wales. Very helpful for parents that work 👍👍,2022-11-20T11:15:47+0000,*
178,Are we ignoring quantitative easing in those countries then? France and Germany are literally printing money to keep them going? 🤷🏻‍♀️,2022-11-21T10:55:04+0000,*
35,Well done Wes. Who says they don’t know which direction Labour is going ? Truth to power with clear policies. KS4PM @ GE2024…. or sooner🌹🌹🌹,2022-12-14T08:18:58+0000,*
191,"PLEASE FOR GOODNESS  SAKE Wake up Britain💥 🇬🇧🇪🇺☀️! Stop these uncaring greedy lying dodgy Tory Brexiteers 🤡🤡🤡  Billionaire Brexiteer Sunak and his rich millionaire toadies are ALL bluster and NO action 🤡 They have done nothing on critical issues for years and are trying to privatise our NHS & asset strip our country 🤡🤡🤡 How can anyone TRUST these lying cheating Tories after their Russian involvement, Partygate, PPI Scandal, £37 Billion NHS Test & Trace Scam, Sewage Dumping and much, much more has been exposed ? ! 🤡🤡🤡 Please support the EU Liberal Democrats 🇬🇧🇪🇺🇺🇦 Rejoin the EU 🇬🇧🇪🇺🌟",2022-12-28T19:58:04+0000,*
329,Is the money going to go to where it’s needed though or just to the managers bonuses 🙄   Hopefully will go where it’s needed my “urgent scan” took 11 months to come through and my now “urgent” referral to a specialist has taken 12 weeks so far,2022-11-18T18:17:17+0000,*
158,Have your voice heard and tell Labour they cannot remain silent on their union paymasters strikes 👇  https://action.conservatives.com/nightmare-before-christmas/,2022-12-23T10:10:28+0000,*
63,"🔶🟡 Zahawi must be sacked or suspended 🟡 Every day that Nadhim Zahawi clings on does more damage to Rishi Sunak’s credibility. 🟡 The Conservative Party is stuck in an endless cycle of sleaze and chaos, while the country suffers from a cost of living and NHS crisis. 🟡 What more will it take for Sunak to finally do the right thing and sack Zahawi, or at least suspend him for the duration of this investigation? 🟡 He promised his government would have integrity and accountability, but instead once again it’s one rule for them and another for everyone else. 🔵 Looking forward to PM Question time, 🕛 today.",2023-01-25T09:45:09+0000,*
168,"🎣 This is on top of our landmark £100m investment in fishing infrastructure, skills and better scientific",2022-12-21T20:18:56+0000,*
224,congratulations  well done  💐🎺,2022-12-04T21:06:49+0000,*
217,Congratulations!!  Please reduce the kicking back tactics- let's go forward. 👍🇫🇴,2022-12-04T22:48:05+0000,*
205,Laughable given the transport needs and fragility of such means if threatened. All this talk of self sufficiency and energy security is just that; talk talk talk 😞,2022-12-07T12:19:53+0000,*
197,"What a friggin joke! Claw back the money donated to Tory supporting companies for PPE that they had never produced, and youcan double that figure! But no never rob the rich always the poor! Bunch of Fatherless children!!!!!!🤬🤬🤬🤬🤬🤬🤬🤬🤬",2022-12-10T21:20:02+0000,*
195,Labour Party simply needs to go back to its socialist roots.   ✌😎✌,2022-11-19T03:37:06+0000,*
73,Can you defund the leftist BBC 👍,2023-01-12T10:08:31+0000,*
157,They must be the minority as most of the country seems to be on strike 🤥,2022-12-24T22:57:14+0000,*
64,Congratulating yourselves for things not getting worse 👏,2023-01-13T11:29:31+0000,*
144,Should have thought about that when Jimmy Saville was abusing little girls and boys.🤬,2022-11-25T23:16:54+0000,*
21,This TORIES government have Rob THE TAXPAYERS MONEY FOR THE LAST 12 YEARS THEY ARE CORRUPT & EVIL ALL  ARE GOING BACK VICTORIAN TIMES 😡👿👿👿,2022-12-16T21:59:16+0000,*
185,Good luck from the people of Scotland 🤙🏻🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧🏴󠁧󠁢󠁳󠁣󠁴󠁿,2022-12-10T18:43:43+0000,*
46,Watching live here on the Conservative train wreck 🔥 🔥 🔥  https://www.facebook.com/thatgingerscouser/videos/3382441201967444/?extid=0&d=n,2023-01-25T12:18:21+0000,*
227,Congratulations England 👍,2022-12-04T21:47:05+0000,*
160,Love how this is labours problem yet you’ve been in charge for 12 years 😂,2022-12-23T10:11:17+0000,*
58,While northern coastal towns looking to become top European destination for hotels housing illegal immigrants 😂,2023-01-13T14:01:01+0000,*
213,Taxing people more than they’ve ever been taxed before and then giving them a little bit of it back isn’t exactly helping though is it 🙄,2022-12-05T14:37:50+0000,*
167,They should’ve boycotted the tournament. Bringing a football trophy 🏆 home shouldn’t come at the expense of human rights .,2022-11-21T12:59:20+0000,*
125,"Believe it when I see it, all governments are full of promises that they dont keep, so ill not hold my breath 😡",2023-01-04T17:53:58+0000,*
61,How about build 2 new border protection depots on the south coast 😂,2023-01-13T16:07:30+0000,*
130,🌟🎼💕,2023-01-07T09:35:34+0000,*
181,😬🤥,2022-11-20T13:01:42+0000,*
39,until the current perverted party are removed nothing will ever change sunak 'im going to send the immigrants back to where they come from🤣is he included in this lol,2022-12-14T10:01:10+0000,*
69,Labour is the party of what? 😱 Can somebody point me in the direction of the party for the country’s labour force please. Our traditional party appears to have been hijacked! 😞,2022-12-07T15:24:44+0000,*
91,"What we'll do, is not grow a set, so we won't re-Nationalise those companies continuing to rip off the public, but waste more of tax payers money, for another public concern to be privatised by the tories. Totally logical... Or alternatively you could put back commodities into public ownership to prevent racketeering and ripping off the populous... 🤔",2022-12-02T21:42:18+0000,*
162,"Sounds great in principle, but your priorities are out of sequence.   You cannot enshrine a right to see a GP into law BEFORE you have ensured that there are sufficient GPs available, and how will that be achieved when apparently GPs are already leaving faster than they can be replaced?  If your plan is to financially incentivise 'new' GPs, you would have to make a similar offer to the existing GPs otherwise you would create a massive salary imbalance in the profession, that would not end well 😞  So, all very praiseworthy ideas, but achievable...? What actually is ""your plan""?",2023-01-03T07:16:04+0000,*
75,Happy Chinese New year 🥳🎉,2023-01-22T16:03:54+0000,*
122,"All these tories on here worrying, 😂 x",2022-11-29T17:08:59+0000,*
4,"That’s the narrative that has been sold for 13 years now , it doesn’t hold water 💦 anymore",2023-01-27T14:25:59+0000,*
2,Some seem upset that Labour have gone for a blue sky.🤣 Well merry christmas and look forward to a Labour government.,2022-12-25T09:18:14+0000,*
103,So these strikes are affecting Europe's deaths too?? Yeah thought not nothing to do with the NHS or strikes but something else 🤔🤔🤔 let's see what happened over the last couple of years and what everyone was forced to do....,2023-01-18T18:10:29+0000,*
146,Don't bother from a very despondent once proud EX tory member 🥲,2022-12-25T20:06:20+0000,*
